Date,Brand Name,Country,Gross Sales,Net Sales,Total Sales,Total Ad Spend,Order Count,Return Amount,Sessions,Transactions,Revenue,Profit,ROAS,CPA,CTR,CPC,ConvRate,Valid_ROAS,Valid_CPA,Predicted_ROAS,Recommended_Budget_LP
2024-04-03,Brand A,USA,19703.0,14744.0,34708.0,1091.17,9,9765,0.0,0.0,0.0,33616.83,31.8080592391653,121.24111111111112,0.0,0.0,0.0,True,True,31.43263171961489,0.0
2024-04-03,Brand C,USA,16120.0,22325.0,28569.0,10297.3588,6,5554,0.0,0.0,0.0,18271.6412,2.7744007521618066,1716.2264666666667,0.0,0.0,0.0,True,True,2.7708012507227044,0.0
2024-04-03,Brand A,USA,46593.0,16259.0,16324.0,838.99,6,9139,0.0,0.0,0.0,15485.01,19.45672773215414,139.83166666666668,0.0,0.0,0.0,True,True,20.537218218508507,0.0
2024-04-01,Brand D,USA,17589.0,26770.0,28912.0,7839.9332,10,9776,0.0,0.0,0.0,21072.0668,3.6877865234872154,783.99332,0.0,0.0,0.0,True,True,3.6872165553979572,0.0
2024-04-02,Brand B,USA,16875.0,39942.0,18139.0,5989.96,2,10299,0.0,0.0,0.0,12149.04,3.0282339114117622,2994.98,0.0,0.0,0.0,True,True,2.985248249785153,0.0
2024-04-02,Brand D,USA,14029.0,25444.0,10289.0,7591.10733,6,19254,0.0,0.0,0.0,2697.89267,1.3554017289859608,1265.184555,0.0,0.0,0.0,True,True,1.3672036558406417,0.0
2024-04-02,Brand C,USA,23151.0,25940.0,34922.0,10782.0836,5,10717,0.0,0.0,0.0,24139.916400000002,3.238891599764632,2156.41672,0.0,0.0,0.0,True,True,3.259235095407295,0.0
2024-04-02,Brand D,USA,26640.0,21741.0,20630.0,598.32488,4,2623,0.0,0.0,0.0,20031.67512,34.47959576743658,149.58122,0.0,0.0,0.0,True,True,29.070869914305508,0.0
2024-04-02,Brand A,USA,36960.0,29248.0,26726.0,5087.65,4,16129,0.0,0.0,0.0,21638.35,5.253112930331293,1271.9125,0.0,0.0,0.0,True,True,5.237323796005167,0.0
2024-04-02,Brand D,USA,6536.0,5930.0,29153.0,447.66132,9,12287,0.0,0.0,0.0,28705.33868,65.12289245807523,49.74014666666667,0.0,0.0,0.0,True,True,63.317467757712855,0.0
2024-04-02,Brand A,USA,29263.0,13718.0,25864.0,5077.348729,2,17250,0.0,0.0,0.0,20786.651271,5.093997158846719,2538.6743645,0.0,0.0,0.0,True,True,5.108227746786244,0.0
2024-04-02,Brand B,USA,19439.0,22202.0,32115.0,6633.74939,4,9766,0.0,0.0,0.0,25481.25061,4.841153639058409,1658.4373475,0.0,0.0,0.0,True,True,4.855323480746712,0.0
2024-04-01,Brand D,USA,12431.0,35189.0,34022.0,5402.28208,10,15537,0.0,0.0,0.0,28619.71792,6.297708911934492,540.228208,0.0,0.0,0.0,True,True,6.317615389854812,0.0
2024-04-01,Brand A,USA,27919.0,28472.0,21429.0,5341.6745,9,8710,0.0,0.0,0.0,16087.325499999999,4.011663383832167,593.5193888888889,0.0,0.0,0.0,True,True,4.0253109830459035,0.0
2024-04-01,Brand D,USA,21763.0,16934.0,33292.0,5069.24,3,2595,0.0,0.0,0.0,28222.760000000002,6.567453898414753,1689.7466666666667,0.0,0.0,0.0,True,True,6.581401668100052,0.0
2024-04-01,Brand C,USA,13054.0,20131.0,9966.0,17045.46,6,1221,0.0,0.0,0.0,-7079.459999999999,0.5846718129050199,2840.91,0.0,0.0,0.0,True,True,0.5986157601160624,0.0
2024-04-02,Brand C,USA,37077.0,33764.0,5170.0,10946.026,6,18784,0.0,0.0,0.0,-5776.026,0.472317533322139,1824.3376666666666,0.0,0.0,0.0,True,True,0.47865375027000107,0.0
2024-03-26,Brand E,USA,36482.0,25331.0,11952.0,6742.33,8,5514,0.0,0.0,0.0,5209.67,1.7726809574731583,842.79125,0.0,0.0,0.0,True,True,1.7818874044080615,0.0
2024-03-26,Brand D,USA,30289.0,27142.0,23518.0,2773.05918,6,11390,0.0,0.0,0.0,20744.94082,8.480886441089222,462.17653,0.0,0.0,0.0,True,True,8.603790712314975,0.0
2024-03-26,Brand A,USA,10462.0,37008.0,34968.0,3023.72,10,8102,0.0,0.0,0.0,31944.28,11.564562856349134,302.37199999999996,0.0,0.0,0.0,True,True,11.860063403822819,0.0
2024-03-26,Brand B,USA,37706.0,15816.0,23899.0,9125.005901,6,18421,0.0,0.0,0.0,14773.994099,2.619066799439651,1520.8343168333333,0.0,0.0,0.0,True,True,2.642289036398745,0.0
2024-03-26,Brand E,USA,38707.0,17809.0,33524.0,7237.23,6,9733,0.0,0.0,0.0,26286.77,4.632158989005462,1206.205,0.0,0.0,0.0,True,True,4.631584914952604,0.0
2024-03-26,Brand A,USA,6979.0,25780.0,26506.0,6958.1387,4,8220,0.0,0.0,0.0,19547.8613,3.809352061349395,1739.534675,0.0,0.0,0.0,True,True,3.811668690080891,0.0
2024-03-26,Brand B,USA,6231.0,10044.0,12101.0,8674.8841,8,13726,0.0,0.0,0.0,3426.1159000000007,1.3949465906985432,1084.3605125,0.0,0.0,0.0,True,True,1.4047730028435894,0.0
2024-03-26,Brand E,USA,31586.0,23548.0,39511.0,6539.83,7,12446,0.0,0.0,0.0,32971.17,6.041594353370042,934.2614285714286,0.0,0.0,0.0,True,True,6.0421190406057494,0.0
2024-03-26,Brand E,USA,49049.0,25656.0,11323.0,9369.85,3,743,0.0,0.0,0.0,1953.1499999999996,1.2084505088128412,3123.2833333333333,0.0,0.0,0.0,True,True,1.193964458555881,0.0
2024-03-25,Brand A,USA,33580.0,28926.0,7586.0,9294.296,3,10626,0.0,0.0,0.0,-1708.2960000000003,0.8161995271078089,3098.0986666666668,0.0,0.0,0.0,True,True,0.7867972344854007,0.0
2024-03-25,Brand D,USA,28085.0,28617.0,32663.0,7506.1018,6,4133,0.0,0.0,0.0,25156.8982,4.351526380843915,1251.0169666666668,0.0,0.0,0.0,True,True,4.3454482011071995,0.0
2024-03-29,Brand B,USA,21928.0,36073.0,38328.0,6845.34,2,11042,0.0,0.0,0.0,31482.66,5.599137515448466,3422.67,0.0,0.0,0.0,True,True,5.6279209906382,0.0
2024-03-25,Brand B,USA,29970.0,15097.0,16766.0,9601.536355,10,18835,0.0,0.0,0.0,7164.463645,1.7461788801402711,960.1536355000001,0.0,0.0,0.0,True,True,1.7575132093500108,0.0
2024-03-25,Brand A,USA,18439.0,29666.0,21695.0,7440.3375,1,7455,0.0,0.0,0.0,14254.6625,2.9158623516742352,7440.3375,0.0,0.0,0.0,True,True,2.9384377619744853,0.0
2024-03-25,Brand E,USA,32845.0,14680.0,32248.0,695.77,3,12261,0.0,0.0,0.0,31552.23,46.348649697457496,231.92333333333332,0.0,0.0,0.0,True,True,43.99458894434563,0.0
2024-03-25,Brand A,USA,25848.0,8558.0,24307.0,7551.4179,2,15494,0.0,0.0,0.0,16755.5821,3.218865691435247,3775.70895,0.0,0.0,0.0,True,True,3.2268234409138676,0.0
2024-03-25,Brand B,USA,8868.0,35294.0,16848.0,11460.1769,8,7815,0.0,0.0,0.0,5387.8231,1.4701343746273234,1432.5221125,0.0,0.0,0.0,True,True,1.4795860173511328,0.0
2024-03-25,Brand E,USA,6690.0,38608.0,15814.0,674.9,3,12522,0.0,0.0,0.0,15139.1,23.431619499185064,224.96666666666667,0.0,0.0,0.0,True,True,24.958131487213,0.0
2024-03-25,Brand D,USA,28736.0,24282.0,7329.0,324.19359,5,19190,0.0,0.0,0.0,7004.80641,22.606862769865376,64.838718,0.0,0.0,0.0,True,True,37.052593738425955,0.0
2024-03-24,Brand A,USA,19144.0,10956.0,5835.0,6633.1231,9,11335,0.0,0.0,0.0,-798.1230999999998,0.8796761211924441,737.0136777777777,0.0,0.0,0.0,True,True,0.8874224675888891,0.0
2024-03-24,Brand E,USA,27018.0,6538.0,15708.0,7239.67,1,12631,0.0,0.0,0.0,8468.33,2.169712155388298,7239.67,0.0,0.0,0.0,True,True,2.192490151258234,0.0
2024-03-24,Brand C,USA,24568.0,24213.0,10975.0,13672.7265,3,15466,0.0,0.0,0.0,-2697.7265000000007,0.8026928645138919,4557.5755,0.0,0.0,0.0,True,True,0.794962738251613,0.0
2024-03-24,Brand E,USA,28149.0,13928.0,24239.0,6877.88,9,4135,0.0,0.0,0.0,17361.12,3.5241964093586975,764.2088888888889,0.0,0.0,0.0,True,True,3.5153970360669082,0.0
2024-03-24,Brand C,USA,8634.0,22891.0,38132.0,13921.0074,1,4590,0.0,0.0,0.0,24210.992599999998,2.739169580500331,13921.0074,0.0,0.0,0.0,True,True,2.719667635153507,0.0
2024-03-25,Brand D,USA,17093.0,25352.0,19971.0,807.86906,5,12271,0.0,0.0,0.0,19163.13094,24.72059024020551,161.573812,0.0,0.0,0.0,True,True,24.631135040021167,0.0
2024-03-29,Brand E,USA,14365.0,31818.0,35502.0,8042.19,4,7559,0.0,0.0,0.0,27459.81,4.414469193092926,2010.5475,0.0,0.0,0.0,True,True,4.417446930276318,0.0
2024-03-29,Brand C,USA,44597.0,22618.0,31895.0,14197.901,7,6516,0.0,0.0,0.0,17697.099000000002,2.246458825146055,2028.2715714285714,0.0,0.0,0.0,True,True,2.289918254679876,0.0
2024-03-29,Brand A,USA,41927.0,7706.0,9453.0,4961.54,9,12628,0.0,0.0,0.0,4491.46,1.905255223176675,551.2822222222222,0.0,0.0,0.0,True,True,1.854141415627852,0.0
2024-03-29,Brand A,USA,49792.0,17941.0,30241.0,12861.0085,7,9914,0.0,0.0,0.0,17379.9915,2.3513708120168024,1837.2869285714285,0.0,0.0,0.0,True,True,2.3645207687167513,0.0
2024-03-29,Brand D,USA,40307.0,20850.0,14400.0,6271.126305,6,18837,0.0,0.0,0.0,8128.873695,2.2962382353101085,1045.1877175,0.0,0.0,0.0,True,True,2.275821039001831,0.0
2024-03-29,Brand D,USA,18391.0,22857.0,22232.0,8026.1897,7,19255,0.0,0.0,0.0,14205.810300000001,2.7699320388602326,1146.5985285714285,0.0,0.0,0.0,True,True,2.7766915985205594,0.0
2024-03-28,Brand E,USA,34075.0,32770.0,12459.0,7308.41,6,10637,0.0,0.0,0.0,5150.59,1.7047483652394981,1218.0683333333334,0.0,0.0,0.0,True,True,1.7273755095694647,0.0
2024-03-28,Brand C,USA,26849.0,6487.0,37953.0,12251.58875,4,19374,0.0,0.0,0.0,25701.411249999997,3.097802315638451,3062.8971875,0.0,0.0,0.0,True,True,3.1088063791463383,0.0
2024-03-28,Brand A,USA,30505.0,18173.0,16130.0,4243.14,5,5308,0.0,0.0,0.0,11886.86,3.8014300730119674,848.628,0.0,0.0,0.0,True,True,3.8261613870301225,0.0
2024-03-28,Brand C,USA,11104.0,38662.0,38103.0,12327.10651,5,3121,0.0,0.0,0.0,25775.893490000002,3.0909930054623986,2465.4213019999997,0.0,0.0,0.0,True,True,3.115259744118696,0.0
2024-03-28,Brand A,USA,20058.0,30998.0,10470.0,4150.98,10,12287,0.0,0.0,0.0,6319.02,2.522295939753986,415.09799999999996,0.0,0.0,0.0,True,True,2.521809613116157,0.0
2024-03-28,Brand C,USA,28281.0,34980.0,27228.0,11385.2177,4,5329,0.0,0.0,0.0,15842.7823,2.3915221225853243,2846.304425,0.0,0.0,0.0,True,True,2.409957104843968,0.0
2024-03-26,Brand A,USA,41689.0,31173.0,25144.0,3282.49,1,13548,0.0,0.0,0.0,21861.510000000002,7.660038568282006,3282.49,0.0,0.0,0.0,True,True,7.598288249362322,0.0
2024-03-28,Brand C,USA,42197.0,20305.0,5693.0,10925.03952,1,7768,0.0,0.0,0.0,-5232.03952,0.5210965131593409,10925.03952,0.0,0.0,0.0,True,True,0.5157429843185661,0.0
2024-03-28,Brand E,USA,21571.0,24474.0,9326.0,7844.4,6,4595,0.0,0.0,0.0,1481.6000000000004,1.1888735913517925,1307.3999999999999,0.0,0.0,0.0,True,True,1.1760472794642356,0.0
2024-03-28,Brand A,USA,5328.0,33387.0,24082.0,3460.57,5,16078,0.0,0.0,0.0,20621.43,6.958969187157028,692.114,0.0,0.0,0.0,True,True,7.043508176598133,0.0
2024-03-27,Brand C,USA,7167.0,32972.0,27412.0,12019.19812,3,18334,0.0,0.0,0.0,15392.80188,2.280684595288126,4006.399373333333,0.0,0.0,0.0,True,True,2.3023107874154776,0.0
2024-03-27,Brand A,USA,24499.0,33747.0,18046.0,3427.25,9,2394,0.0,0.0,0.0,14618.75,5.265446057334597,380.80555555555554,0.0,0.0,0.0,True,True,5.244703249005313,0.0
2024-03-27,Brand E,USA,40418.0,5255.0,10504.0,6971.13,7,6170,0.0,0.0,0.0,3532.87,1.5067858439019213,995.8757142857143,0.0,0.0,0.0,True,True,1.5129282935924746,0.0
2024-03-27,Brand D,USA,26022.0,21823.0,36760.0,7714.5853,5,6731,0.0,0.0,0.0,29045.4147,4.765000135522515,1542.91706,0.0,0.0,0.0,True,True,4.745466359448385,0.0
2024-03-27,Brand D,USA,17129.0,16262.0,27054.0,8250.3582,10,1853,0.0,0.0,0.0,18803.641799999998,3.2791303533948377,825.0358200000001,0.0,0.0,0.0,True,True,3.292583847848584,0.0
2024-03-27,Brand A,USA,27888.0,6634.0,7501.0,3339.5,9,18384,0.0,0.0,0.0,4161.5,2.2461446324300045,371.05555555555554,0.0,0.0,0.0,True,True,2.208981084205918,0.0
2024-03-27,Brand E,USA,11094.0,13742.0,15868.0,4521.39,10,2565,0.0,0.0,0.0,11346.61,3.509540207767965,452.139,0.0,0.0,0.0,True,True,3.5117523967311417,0.0
2024-03-27,Brand C,USA,46254.0,34638.0,14062.0,15268.266,1,9293,0.0,0.0,0.0,-1206.2659999999996,0.9209952197584192,15268.266,0.0,0.0,0.0,True,True,0.900043876841368,0.0
2024-03-27,Brand C,USA,38709.0,35850.0,35564.0,15504.6228,2,206,0.0,0.0,0.0,20059.377200000003,2.2937675078428867,7752.3114,0.0,0.0,0.0,True,True,2.3129467944779476,0.0
2024-03-28,Brand E,USA,29194.0,29001.0,39365.0,8556.46,6,8007,0.0,0.0,0.0,30808.54,4.600617545106271,1426.0766666666666,0.0,0.0,0.0,True,True,4.610685468885906,0.0
2024-04-12,Brand A,USA,46796.0,30713.0,14523.0,7796.604842,10,7256,0.0,0.0,0.0,6726.395158,1.862733881517911,779.6604841999999,0.0,0.0,0.0,True,True,1.8674409006693882,0.0
2024-04-12,Brand B,USA,19120.0,15817.0,29019.0,8423.4675,1,2397,0.0,0.0,0.0,20595.5325,3.4450183371634067,8423.4675,0.0,0.0,0.0,True,True,3.5137139268445634,0.0
2024-04-12,Brand A,USA,25888.0,5026.0,13992.0,7943.512908,3,1504,0.0,0.0,0.0,6048.487092,1.7614373089151152,2647.8376359999997,0.0,0.0,0.0,True,True,1.7712184610567363,0.0
2024-04-12,Brand B,USA,45788.0,21459.0,27964.0,10000.361,9,10827,0.0,0.0,0.0,17963.639,2.7962990536041645,1111.1512222222223,0.0,0.0,0.0,True,True,2.7732524407294945,0.0
2024-04-12,Brand D,USA,22587.0,27294.0,13126.0,4788.8,7,12285,0.0,0.0,0.0,8337.2,2.740978950885399,684.1142857142858,0.0,0.0,0.0,True,True,2.697350844961595,0.0
2024-04-12,Brand C,USA,11008.0,14446.0,15776.0,16886.16,2,13125,0.0,0.0,0.0,-1110.1599999999999,0.9342562192943807,8443.08,0.0,0.0,0.0,True,True,0.914212749766834,0.0
2024-04-12,Brand D,USA,18222.0,25896.0,32653.0,8086.3136,8,9067,0.0,0.0,0.0,24566.6864,4.038057589060112,1010.7892,0.0,0.0,0.0,True,True,4.058819572344559,0.0
2024-04-11,Brand C,USA,11069.0,10861.0,15719.0,13750.721,4,13334,0.0,0.0,0.0,1968.2790000000005,1.143140057892237,3437.68025,0.0,0.0,0.0,True,True,1.1512213180678688,0.0
2024-04-11,Brand A,USA,22382.0,15432.0,36456.0,4568.48,4,17080,0.0,0.0,0.0,31887.52,7.979897033586664,1142.12,0.0,0.0,0.0,True,True,7.9647039995422055,0.0
2024-04-11,Brand B,USA,46401.0,20072.0,9697.0,9785.1413,3,9046,0.0,0.0,0.0,-88.14129999999932,0.9909923324254909,3261.7137666666663,0.0,0.0,0.0,True,True,0.9910970773932596,0.0
2024-04-11,Brand C,USA,33102.0,26859.0,18699.0,11882.1343,6,7748,0.0,0.0,0.0,6816.8657,1.5737071748128617,1980.3557166666667,0.0,0.0,0.0,True,True,1.595846189492341,0.0
2024-04-04,Brand D,USA,9668.0,12068.0,22092.0,7417.55437,2,5132,0.0,0.0,0.0,14674.44563,2.978340150676914,3708.777185,0.0,0.0,0.0,True,True,2.981118249563744,0.0
2024-04-11,Brand B,USA,44360.0,35425.0,33145.0,9771.3462,1,17549,0.0,0.0,0.0,23373.6538,3.3920607582197837,9771.3462,0.0,0.0,0.0,True,True,3.4011892593968702,0.0
2024-04-11,Brand D,USA,21993.0,9424.0,8759.0,7322.5209,6,12654,0.0,0.0,0.0,1436.4790999999996,1.1961727552051098,1220.4201500000001,0.0,0.0,0.0,True,True,1.176603512645539,0.0
2024-04-11,Brand C,USA,11445.0,36452.0,35877.0,14563.107,7,12789,0.0,0.0,0.0,21313.893,2.4635539655102443,2080.4438571428573,0.0,0.0,0.0,True,True,2.4649809234757556,0.0
2024-04-11,Brand A,USA,25344.0,28033.0,10122.0,5848.34,5,17032,0.0,0.0,0.0,4273.66,1.7307475283584743,1169.6680000000001,0.0,0.0,0.0,True,True,1.7335152065573118,0.0
2024-04-10,Brand B,USA,30445.0,14672.0,31735.0,10443.8091,5,6408,0.0,0.0,0.0,21291.1909,3.03864229000509,2088.76182,0.0,0.0,0.0,True,True,2.9783006064033946,0.0
2024-04-10,Brand C,USA,45848.0,6231.0,16212.0,14639.1435,3,12266,0.0,0.0,0.0,1572.8564999999999,1.1074418390666094,4879.7145,0.0,0.0,0.0,True,True,1.114728761064413,0.0
2024-04-10,Brand B,USA,21564.0,10371.0,21636.0,9422.439,6,19983,0.0,0.0,0.0,12213.561,2.296220755581437,1570.4065,0.0,0.0,0.0,True,True,2.2884382468557205,0.0
2024-04-10,Brand A,USA,39677.0,15336.0,38201.0,5274.977919,3,17002,0.0,0.0,0.0,32926.022081,7.241926049093666,1758.325973,0.0,0.0,0.0,True,True,7.2654900019577475,0.0
2024-04-10,Brand D,USA,11236.0,36196.0,28393.0,7486.6109,2,15995,0.0,0.0,0.0,20906.3891,3.792503761615286,3743.30545,0.0,0.0,0.0,True,True,3.800796223510781,0.0
2024-04-10,Brand D,USA,36450.0,25597.0,30515.0,8572.2222,1,3938,0.0,0.0,0.0,21942.7778,3.5597537357349416,8572.2222,0.0,0.0,0.0,True,True,3.56959455887806,0.0
2024-04-10,Brand C,USA,35401.0,12136.0,38923.0,14710.1594,3,16953,0.0,0.0,0.0,24212.8406,2.645994441093548,4903.386466666667,0.0,0.0,0.0,True,True,2.654323691940429,0.0
2024-04-10,Brand A,USA,31197.0,24751.0,20269.0,5699.48,7,16548,0.0,0.0,0.0,14569.52,3.556289345694695,814.2114285714285,0.0,0.0,0.0,True,True,3.550994724901265,0.0
2024-04-11,Brand A,USA,19991.0,13249.0,25312.0,7256.417074,6,13338,0.0,0.0,0.0,18055.582926,3.4882228711320624,1209.4028456666667,0.0,0.0,0.0,True,True,3.4832580274624183,0.0
2024-04-15,Brand D,USA,6696.0,17262.0,35272.0,7324.9747,5,17655,0.0,0.0,0.0,27947.0253,4.815306734096979,1464.99494,0.0,0.0,0.0,True,True,4.806678292929261,0.0
2024-04-15,Brand D,USA,47809.0,34928.0,37388.0,6960.0196,8,3958,0.0,0.0,0.0,30427.9804,5.371823952909558,870.00245,0.0,0.0,0.0,True,True,5.376031228867691,0.0
2024-04-15,Brand B,USA,41834.0,6990.0,10009.0,5160.1843,10,18154,0.0,0.0,0.0,4848.8157,1.939659403250384,516.01843,0.0,0.0,0.0,True,True,1.9396430775582645,0.0
2024-04-15,Brand C,USA,23981.0,34722.0,39341.0,11164.7221,9,14006,0.0,0.0,0.0,28176.2779,3.5236882429881526,1240.524677777778,0.0,0.0,0.0,True,True,3.4748073138292965,0.0
2024-04-15,Brand A,USA,49795.0,9721.0,38167.0,14534.6283,1,15732,0.0,0.0,0.0,23632.3717,2.6259357454638175,14534.6283,0.0,0.0,0.0,True,True,2.647342885219499,0.0
